date,TOPIX,NASDAQ100,S&P500
2021-01-18,12970,,13486.0
2021-01-19,13044,,13475.0
2021-01-20,13000,,13609.0
2021-01-21,13077,,13756.0
2021-01-22,13049,,13751.0
2021-01-25,13087,,13751.0
2021-01-26,12988,,13792.0
2021-01-27,13073,,13759.0
2021-01-28,12924,,13482.0
2021-01-29,12713,10000.0,13641.0
2021-02-01,12861,9998.0,13407.0
2021-02-02,12982,10261.0,13648.0
2021-02-03,13151,10431.0,13854.0
2021-02-04,13109,10389.0,13870.0
2021-02-05,13291,10563.0,14090.0
2021-02-08,13523,10597.0,14146.0
2021-02-09,13534,10631.0,14202.0
2021-02-10,13571,10569.0,14113.0
2021-02-12,13592,10618.0,14151.0
2021-02-15,13733,10712.0,14269.0
2021-02-16,13812,10750.0,14319.0
2021-02-17,13786,10792.0,14405.0
2021-02-18,13649,10693.0,14344.0
2021-02-19,13557,10643.0,14278.0
2021-02-22,13623,10577.0,14223.0
2021-02-24,13376,10269.0,14119.0
2021-02-25,13542,10416.0,14368.0
2021-02-26,13108,10064.0,14043.0
2021-03-01,13374,10150.0,14010.0
2021-03-02,13321,10478.0,14394.0
2021-03-03,13389,10293.0,14266.0
2021-03-04,13250,10018.0,14108.0
2021-03-05,13329,9929.0,14039.0
2021-03-08,13312,10136.0,14375.0
2021-03-09,13480,9909.0,14399.0
2021-03-10,13495,10255.0,14529.0
2021-03-11,13531,10216.0,14610.0
2021-03-12,13715,10465.0,14775.0
2021-03-15,13839,10417.0,14855.0
2021-03-16,13929,10552.0,14978.0
2021-03-17,13947,10598.0,14939.0
2021-03-18,14120,10621.0,14959.0
2021-03-19,14145,10302.0,14757.0
2021-03-22,13990,10346.0,14722.0
2021-03-23,13860,10517.0,14819.0
2021-03-24,13557,10441.0,14677.0
2021-03-25,13747,10288.0,14630.0
2021-03-26,13948,10314.0,14765.0
2021-03-29,14010,10503.0,15054.0
2021-03-30,14022,10514.0,15072.0
2021-03-31,13853,10539.0,15142.0
2021-04-01,13880,10712.0,15217.0
2021-04-02,13979,10887.0,15371.0
2021-04-05,14062,10885.0,15368.0
2021-04-06,13856,11071.0,15542.0
2021-04-07,13948,11009.0,15461.0
2021-04-08,13839,11041.0,15486.0
2021-04-09,13892,11102.0,15481.0
2021-04-12,13858,11216.0,15663.0
2021-04-13,13886,11178.0,15636.0
2021-04-14,13840,11238.0,15583.0
2021-04-15,13889,11098.0,15529.0
2021-04-16,13902,11255.0,15675.0
2021-04-19,13872,11262.0,15722.0
2021-04-20,13657,11107.0,15573.0
2021-04-21,13387,11016.0,15449.0
2021-04-22,13630,11113.0,15589.0
2021-04-23,13576,10964.0,15431.0
2021-04-26,13599,11101.0,15592.0
2021-04-27,13496,11196.0,15659.0
2021-04-28,13535,11223.0,15767.0
2021-04-30,13461,11230.0,15861.0
2021-05-06,13667,10896.0,15754.0
2021-05-07,13709,10968.0,15859.0
2021-05-10,13846,11016.0,15922.0
2021-05-11,13518,10749.0,15789.0
2021-05-12,13320,10722.0,15625.0
2021-05-13,13117,10522.0,15408.0
2021-05-14,13361,10608.0,15598.0
2021-05-17,13330,10821.0,15805.0
2021-05-18,13535,10734.0,15732.0
2021-05-19,13446,10636.0,15569.0
2021-05-20,13451,10679.0,15560.0
2021-05-21,13514,10850.0,15675.0
2021-05-24,13573,10791.0,15675.0
2021-05-25,13619,10962.0,15813.0
2021-05-26,13627,10965.0,15765.0
2021-05-27,13558,11043.0,15854.0
2021-05-28,13817,11090.0,15992.0
2021-05-31,13644,11090.0,15975.0
2021-06-01,13665,11055.0,15924.0
2021-06-02,13781,11053.0,15951.0
2021-06-03,13896,11065.0,15967.0
2021-06-04,13899,11017.0,16011.0
2021-06-07,13912,11140.0,16049.0
2021-06-08,13925,11153.0,16018.0
2021-06-09,13885,11160.0,16023.0
2021-06-10,13882,11183.0,16022.0
2021-06-11,13863,11281.0,16069.0
2021-06-14,13904,11347.0,16152.0
2021-06-15,14015,11485.0,16230.0
2021-06-16,14017,11410.0,16204.0
2021-06-17,13930,11437.0,16209.0
2021-06-18,13809,11536.0,16135.0
2021-06-21,13476,11434.0,15912.0
2021-06-22,13901,11510.0,16140.0
2021-06-23,13827,11666.0,16291.0
2021-06-24,13812,11703.0,16320.0
2021-06-25,13924,11770.0,16406.0
2021-06-28,13945,11722.0,16416.0
2021-06-29,13845,11849.0,16429.0
2021-06-30,13803,11895.0,16444.0
2021-07-01,13772,11935.0,16540.0
2021-07-02,13894,12001.0,16714.0
2021-07-05,13842,12085.0,16766.0
2021-07-06,13880,12054.0,16722.0
2021-07-07,13761,12058.0,16627.0
2021-07-08,13638,12089.0,16701.0
2021-07-09,13583,11946.0,16462.0
2021-07-12,13872,12057.0,16686.0
2021-07-13,13973,12124.0,16778.0
2021-07-14,13941,12150.0,16760.0
2021-07-15,13774,12090.0,16669.0
2021-07-16,13721,12002.0,16612.0
2021-07-19,13543,11907.0,16482.0
2021-07-20,13414,11766.0,16175.0
2021-07-21,13524,11956.0,16482.0
2021-07-26,13674,12329.0,16908.0
2021-07-27,13762,12308.0,16903.0
2021-07-28,13631,12128.0,16764.0
2021-07-29,13688,12163.0,16741.0
2021-07-30,13501,12161.0,16777.0
2021-08-02,13777,12107.0,16712.0
2021-08-03,13713,12074.0,16632.0
2021-08-04,13645,12123.0,16728.0
2021-08-05,13698,12207.0,16741.0
2021-08-06,13701,12313.0,16878.0
2021-08-10,13750,12328.0,16966.0
2021-08-11,13877,12299.0,17033.0
2021-08-12,13874,12243.0,17026.0
2021-08-13,13893,12304.0,17095.0
2021-08-16,13670,12236.0,16975.0
2021-08-17,13604,12209.0,16977.0
2021-08-18,13663,12133.0,16907.0
2021-08-19,13473,12066.0,16795.0
2021-08-20,13356,12117.0,16802.0
2021-08-23,13600,12240.0,16933.0
2021-08-24,13736,12410.0,17067.0
2021-08-25,13746,12457.0,17106.0
2021-08-26,13744,12489.0,17177.0
2021-08-27,13697,12408.0,17067.0
2021-08-30,13851,12504.0,17177.0
2021-08-31,13927,12661.0,17277.0
2021-09-01,14070,12677.0,17301.0
2021-09-02,14089,12679.0,17277.0
2021-09-03,14315,12667.0,17319.0
2021-09-06,14498,12693.0,17297.0
2021-09-07,14655,12687.0,17289.0
2021-09-08,14771,12763.0,17307.0
2021-09-09,14666,12713.0,17278.0
2021-09-10,14855,12613.0,17130.0
2021-09-13,14899,12537.0,17029.0
2021-09-14,15048,12540.0,17079.0
2021-09-15,14889,12454.0,16923.0
2021-09-16,14846,12524.0,17029.0
2021-09-17,14917,12580.0,17065.0
2021-09-21,14664,12144.0,16585.0
2021-09-22,14515,12119.0,16519.0
2021-09-24,14850,12486.0,17063.0
2021-09-27,14828,12534.0,17141.0
2021-09-28,14785,12465.0,17138.0
2021-09-29,14590,12175.0,16882.0
2021-09-30,14531,12190.0,16951.0
2021-10-01,14217,12085.0,16677.0
2021-10-04,14127,12121.0,16802.0
2021-10-05,13941,11852.0,16572.0
2021-10-06,13899,12095.0,16857.0
2021-10-07,13885,12147.0,16891.0
2021-10-08,14043,12289.0,17085.0
2021-10-11,14290,12289.0,17140.0
2021-10-12,14190,12330.0,17204.0
2021-10-13,14127,12286.0,17161.0
2021-10-14,14221,12369.0,17198.0
2021-10-15,14487,12656.0,17570.0
2021-10-18,14451,12778.0,17760.0
2021-10-19,14504,12900.0,17808.0
2021-10-20,14512,13046.0,18016.0
2021-10-21,14320,12982.0,18019.0
2021-10-22,14331,13039.0,18035.0
2021-10-25,14281,12890.0,17966.0
2021-10-26,14446,13036.0,18069.0
2021-10-27,14412,13107.0,18148.0
2021-10-28,14312,13111.0,18017.0
2021-10-29,14323,13239.0,18163.0
2021-11-01,14635,13349.0,18267.0
2021-11-02,14541,13397.0,18303.0
2021-11-04,14714,13602.0,18494.0
2021-11-05,14614,13729.0,18515.0
2021-11-08,14570,13723.0,18559.0
2021-11-09,14453,13660.0,18518.0
2021-11-10,14375,13514.0,18388.0
2021-11-11,14421,13450.0,18418.0
2021-11-12,14609,13523.0,18475.0
2021-11-15,14666,13635.0,18569.0
2021-11-16,14682,13652.0,18604.0
2021-11-17,14593,13832.0,18785.0
2021-11-18,14573,13750.0,18626.0
2021-11-19,14637,13919.0,18720.0
2021-11-22,14625,13964.0,18652.0
2021-11-24,14455,13873.0,18806.0
2021-11-25,14502,13938.0,18869.0
2021-11-26,14211,13890.0,18804.0
2021-11-29,13950,13462.0,18192.0
2021-11-30,13804,13776.0,18432.0
2021-12-01,13867,13494.0,18005.0
2021-12-02,13792,13246.0,17749.0
2021-12-03,14017,13355.0,18022.0
2021-12-06,13942,13120.0,17867.0
2021-12-07,14245,13281.0,18144.0
2021-12-08,14334,13690.0,18531.0
2021-12-09,14252,13779.0,18629.0
2021-12-10,14142,13531.0,18441.0
2021-12-13,14161,13694.0,18632.0
2021-12-14,14130,13499.0,18482.0
2021-12-15,14204,13373.0,18366.0
2021-12-16,14411,13738.0,18733.0
2021-12-17,14206,13339.0,18515.0
2021-12-20,13897,13256.0,18285.0
2021-12-21,14101,13116.0,18085.0
2021-12-22,14113,13479.0,18490.0
2021-12-23,14241,13647.0,18688.0
2021-12-24,14222,13787.0,18849.0
2021-12-27,14159,13778.0,18836.0
2021-12-28,14353,14061.0,19185.0
2021-12-29,14328,13986.0,19156.0
2021-12-30,14280,14004.0,19204.0
2022-01-04,14551,14064.0,19291.0
2022-01-05,14616,13969.0,19408.0
2022-01-06,14313,13516.0,19007.0
2022-01-07,14303,13502.0,18978.0
2022-01-11,14240,13298.0,18773.0
2022-01-12,14474,13494.0,18944.0
2022-01-13,14375,13464.0,18885.0
2022-01-14,14175,13057.0,18530.0
2022-01-17,14239,13180.0,18583.0
2022-01-18,14180,13205.0,18618.0
2022-01-19,13760,12884.0,18302.0
2022-01-20,13894,12700.0,18060.0
2022-01-21,13812,12479.0,17789.0
2022-01-24,13831,12137.0,17456.0
2022-01-25,13592,12214.0,17527.0
2022-01-26,13559,11892.0,17288.0
2022-01-27,13205,11995.0,17383.0
2022-01-28,13452,11936.0,17415.0
2022-01-31,13589,12319.0,17837.0
2022-02-01,13590,12693.0,18130.0
2022-02-02,13880,12719.0,18183.0
2022-02-03,13760,12794.0,18315.0
2022-02-04,13837,12314.0,17955.0
2022-02-07,13804,12507.0,18089.0
2022-02-08,13862,12407.0,18028.0
2022-02-09,13992,12584.0,18220.0
2022-02-10,14067,12853.0,18495.0
2022-02-14,13838,12150.0,17790.0
2022-02-15,13724,12162.0,17721.0
2022-02-16,13953,12492.0,18046.0
2022-02-17,13842,12456.0,18030.0
2022-02-18,13793,12033.0,17569.0
2022-02-21,13695,11906.0,17462.0
2022-02-22,13483,11878.0,17421.0
2022-02-24,13314,11471.0,16951.0
2022-02-25,13453,11930.0,17299.0
2022-02-28,13529,12111.0,17684.0
2022-03-01,13602,12124.0,17601.0
2022-03-02,13335,11899.0,17289.0
2022-03-03,13492,12166.0,17706.0
2022-03-04,13228,11967.0,17583.0
2022-03-07,12862,11758.0,17384.0
2022-03-08,12617,11363.0,16940.0
2022-03-09,12610,11358.0,16876.0
2022-03-10,13121,11776.0,17330.0
2022-03-11,12902,11679.0,17304.0
2022-03-14,12993,11557.0,17269.0
2022-03-15,13096,11398.0,17238.0
2022-03-16,13287,11772.0,17629.0
2022-03-17,13616,12269.0,18114.0
2022-03-18,13690,12379.0,18292.0
2022-03-22,13865,12750.0,18708.0
2022-03-23,14187,13117.0,19097.0
2022-03-24,14207,12922.0,18849.0
2022-03-25,14206,13315.0,19279.0
2022-03-28,14147,13323.0,19404.0
2022-03-29,14278,13752.0,19859.0
2022-03-30,14262,13787.0,19821.0
2022-03-31,14109,13626.0,19683.0
2022-04-01,14092,13395.0,19347.0
2022-04-04,14161,13439.0,19447.0
2022-04-05,14128,13724.0,19627.0
2022-04-06,13938,13566.0,19616.0
2022-04-07,13720,13247.0,19367.0
2022-04-08,13749,13290.0,19472.0
2022-04-11,13696,13191.0,19552.0
2022-04-12,13508,12977.0,19366.0
2022-04-13,13700,12937.0,19309.0
2022-04-14,13830,13190.0,19522.0
2022-04-15,13744,12970.0,19406.0
2022-04-18,13626,13001.0,19454.0
2022-04-19,13741,13087.0,19554.0
2022-04-20,13880,13587.0,20191.0
2022-04-21,13974,13265.0,19999.0
2022-04-22,13808,13038.0,19762.0
2022-04-25,13600,12709.0,19239.0
2022-04-26,13615,12755.0,19167.0
2022-04-27,13487,12268.0,18636.0
2022-04-28,13769,12377.0,18851.0
2022-05-02,13761,12352.0,18798.0
2022-05-06,13889,12391.0,18929.0
2022-05-09,13617,12266.0,18861.0
2022-05-10,13502,11710.0,18154.0
2022-05-11,13423,11889.0,18239.0
2022-05-12,13265,11476.0,17864.0
2022-05-13,13520,11378.0,17727.0
2022-05-16,13514,11868.0,18256.0
2022-05-17,13540,11699.0,18135.0
2022-05-18,13670,12008.0,18506.0
2022-05-19,13492,11324.0,17640.0
2022-05-20,13618,11223.0,17459.0
2022-05-23,13743,11179.0,17452.0
2022-05-24,13624,11375.0,17790.0
2022-05-25,13612,11048.0,17524.0
2022-05-26,13619,11257.0,17763.0
2022-05-27,13690,11527.0,18048.0
2022-05-30,13945,11907.0,18496.0
2022-05-31,13874,12018.0,18669.0
2022-06-01,14063,12048.0,18658.0
2022-06-02,13974,12063.0,18682.0
2022-06-03,14022,12374.0,18995.0
2022-06-06,14065,12136.0,18831.0
2022-06-07,14123,12316.0,19092.0
2022-06-08,14289,12479.0,19358.0
2022-06-09,14283,12539.0,19387.0
2022-06-10,14094,12174.0,18895.0
2022-06-13,13788,11808.0,18452.0
2022-06-14,13625,11192.0,17623.0
2022-06-15,13462,11290.0,17677.0
2022-06-16,13547,11512.0,17842.0
2022-06-17,13315,10960.0,17125.0
2022-06-20,13193,11264.0,17423.0
2022-06-21,13463,11261.0,17417.0
2022-06-22,13438,11652.0,18014.0
2022-06-23,13431,11608.0,17952.0
2022-06-24,13540,11694.0,17994.0
2022-06-27,13689,12047.0,18460.0
2022-06-28,13835,12027.0,18524.0
2022-06-29,13751,11713.0,18240.0
2022-06-30,13588,11780.0,18301.0
2022-07-01,13399,11565.0,18052.0
2022-07-04,13579,11561.0,18107.0
2022-07-05,13647,11660.0,18263.0
2022-07-06,13479,11819.0,18234.0
2022-07-07,13671,11908.0,18325.0
2022-07-08,13710,12181.0,18625.0
2022-07-11,13905,12235.0,18667.0
2022-07-12,13677,12035.0,18556.0
2022-07-13,13717,11898.0,18356.0
2022-07-14,13749,11967.0,18404.0
2022-07-15,13744,12089.0,18476.0
2022-07-19,13818,12140.0,18580.0
2022-07-20,14136,12512.0,19083.0
2022-07-21,14166,12737.0,19243.0
2022-07-22,14205,12812.0,19270.0
2022-07-25,14112,12521.0,18992.0
2022-07-26,14112,12437.0,18994.0
2022-07-27,14131,12241.0,18850.0
2022-07-28,14154,12696.0,19242.0
2022-07-29,14092,12655.0,19236.0
2022-08-01,14235,12721.0,19265.0
2022-08-02,13985,12521.0,18917.0
2022-08-03,14022,12755.0,19202.0
2022-08-04,14023,13094.0,19491.0
2022-08-05,14141,13090.0,19384.0
2022-08-08,14172,13216.0,19692.0
2022-08-09,14068,13123.0,19603.0
2022-08-10,14043,13008.0,19572.0
2022-08-12,14330,13100.0,19690.0
2022-08-15,14415,13338.0,19985.0
2022-08-16,14394,13459.0,20097.0
2022-08-17,14576,13541.0,20306.0
2022-08-18,14456,13442.0,20252.0
2022-08-19,14485,13616.0,20512.0
2022-08-22,14471,13435.0,20376.0
2022-08-23,14317,13090.0,19961.0
2022-08-24,14286,13047.0,19862.0
2022-08-25,14355,13087.0,19927.0
2022-08-26,14376,13294.0,20175.0
2022-08-29,14119,12898.0,19722.0
2022-08-30,14298,12795.0,19623.0
2022-08-31,14260,12656.0,19417.0
2022-09-01,14059,12666.0,19394.0
2022-09-02,14020,12721.0,19533.0
2022-09-05,14010,12561.0,19360.0
2022-09-06,13994,12554.0,19349.0
2022-09-07,13915,12717.0,19663.0
2022-09-08,14219,13102.0,20214.0
2022-09-09,14277,13108.0,20255.0
2022-09-12,14383,13299.0,20424.0
2022-09-13,14429,13433.0,20600.0
2022-09-14,14145,12862.0,19979.0
2022-09-15,14167,12867.0,19892.0
2022-09-16,14081,12628.0,19637.0
2022-09-20,14144,12668.0,19653.0
2022-09-21,13952,12600.0,19493.0
2022-09-22,13918,12441.0,19264.0
2022-09-26,13541,12051.0,18710.0
2022-09-27,13604,12031.0,18580.0
2022-09-28,13474,12067.0,18570.0
2022-09-29,13716,12271.0,18885.0
2022-09-30,13475,11961.0,18548.0
2022-10-03,13561,11759.0,18280.0
2022-10-04,13995,12022.0,18731.0
2022-10-05,14040,12335.0,19202.0
2022-10-06,14110,12386.0,19259.0
2022-10-07,13995,12315.0,19100.0
2022-10-11,13734,11784.0,18535.0
2022-10-12,13717,11672.0,18468.0
2022-10-13,13611,11724.0,18501.0
2022-10-14,13931,12033.0,19046.0
2022-10-17,13794,11755.0,18746.0
2022-10-18,13955,12183.0,19277.0
2022-10-19,13981,12305.0,19542.0
2022-10-20,13911,12319.0,19511.0
2022-10-21,13813,12278.0,19393.0
2022-10-24,13850,12468.0,19691.0
2022-10-25,13997,12601.0,19926.0
2022-10-26,14078,12794.0,20140.0
2022-10-27,13985,12325.0,19702.0
2022-10-28,13936,12142.0,19661.0
2022-10-31,14161,12663.0,20365.0
2022-11-01,14229,12551.0,20283.0
2022-11-02,14242,12327.0,20044.0
2022-11-04,14058,11731.0,19433.0
2022-11-07,14197,11813.0,19529.0
2022-11-08,14369,11903.0,19651.0
2022-11-09,14309,11932.0,19660.0
2022-11-10,14215,11700.0,19335.0
2022-11-11,14518,12184.0,19775.0
2022-11-14,14364,12207.0,19638.0
2022-11-15,14419,12158.0,19580.0
2022-11-16,14412,12261.0,19633.0
2022-11-17,14434,12084.0,19468.0
2022-11-18,14439,12127.0,19519.0
2022-11-21,14480,12133.0,19622.0
2022-11-22,14642,12153.0,19790.0
2022-11-24,14819,12205.0,19775.0
2022-11-25,14813,12192.0,19753.0
2022-11-28,14712,12105.0,19747.0
2022-11-29,14629,11915.0,19415.0
2022-11-30,14575,11825.0,19380.0
2022-12-01,14582,12209.0,19728.0
2022-12-02,14343,12089.0,19500.0
2022-12-05,14299,11964.0,19353.0
2022-12-06,14315,11917.0,19264.0
2022-12-07,14301,11742.0,19093.0
2022-12-08,14251,11625.0,18955.0
2022-12-09,14399,11800.0,19153.0
2022-12-12,14367,11708.0,18986.0
2022-12-13,14429,11946.0,19409.0
2022-12-14,14514,11871.0,19219.0
2022-12-15,14488,11778.0,19104.0
2022-12-16,14315,11570.0,18938.0
2022-12-19,14206,11339.0,18522.0
2022-12-20,13987,11044.0,18129.0
2022-12-21,13897,10805.0,17777.0
2022-12-22,14006,11007.0,18113.0
2022-12-23,13930,10772.0,17915.0
2022-12-26,13964,10765.0,17961.0
2022-12-27,14020,10838.0,18084.0
2022-12-28,14011,10734.0,18107.0
2022-12-29,13933,10609.0,17919.0
2022-12-30,13908,10760.0,18035.0
2023-01-04,13733,10539.0,17690.0
2023-01-05,13739,10683.0,17981.0
2023-01-06,13790,10640.0,17987.0
2023-01-10,13827,10847.0,18127.0
2023-01-11,13977,10988.0,18330.0
2023-01-12,14029,11145.0,18508.0
2023-01-13,13991,10972.0,18192.0
2023-01-16,13867,10933.0,18072.0
2023-01-17,13990,10979.0,18149.0
2023-01-18,14224,11215.0,18477.0
2023-01-19,14083,10857.0,17835.0
2023-01-20,14165,10766.0,17731.0
2023-01-23,14301,11124.0,18149.0
2023-01-24,14504,11465.0,18524.0
2023-01-25,14561,11439.0,18508.0
2023-01-26,14544,11309.0,18344.0
2023-01-27,14575,11564.0,18593.0
2023-01-30,14574,11720.0,18714.0
2023-01-31,14521,11508.0,18524.0
2023-02-01,14499,11639.0,18714.0
2023-02-02,14447,11763.0,18706.0
2023-02-03,14484,12205.0,19018.0
2023-02-06,14550,12326.0,19357.0
2023-02-07,14581,12238.0,19266.0
2023-02-08,14585,12341.0,19271.0
2023-02-09,14592,12181.0,19161.0
2023-02-10,14607,12077.0,19004.0
2023-02-13,14538,12010.0,19059.0
2023-02-14,14652,12253.0,19359.0
2023-02-15,14613,12385.0,19424.0
2023-02-16,14711,12611.0,19682.0
2023-02-17,14644,12390.0,19448.0
2023-02-20,14701,12311.0,19404.0
2023-02-21,14684,12298.0,19386.0
2023-02-22,14520,12055.0,19079.0
2023-02-24,14617,12111.0,19051.0
2023-02-27,14653,12087.0,19143.0
2023-02-28,14657,12181.0,19213.0
2023-03-01,14690,12172.0,19167.0
2023-03-02,14666,12044.0,19042.0
2023-03-03,14850,12203.0,19265.0
2023-03-06,14974,12382.0,19467.0
2023-03-07,15036,12412.0,19511.0
2023-03-08,15082,12371.0,19385.0
2023-03-09,15228,12411.0,19378.0
2023-03-10,14937,12093.0,18872.0
2023-03-13,14712,11779.0,18372.0
2023-03-14,14319,11771.0,18190.0
2023-03-15,14412,12173.0,18689.0
2023-03-16,14243,12106.0,18378.0
2023-03-17,14408,12453.0,18735.0
2023-03-20,14185,12312.0,18409.0
2023-03-22,14433,12518.0,18797.0
2023-03-23,14391,12196.0,18262.0
2023-03-24,14377,12328.0,18280.0
2023-03-27,14425,12363.0,18382.0
2023-03-28,14461,12272.0,18413.0
2023-03-29,14672,12270.0,18472.0
2023-03-30,14755,12620.0,18916.0
2023-03-31,14905,12830.0,19167.0
2023-04-03,15011,13008.0,19388.0
2023-04-04,15048,12923.0,19383.0
2023-04-05,14759,12776.0,19120.0
2023-04-06,14591,12611.0,19021.0
2023-04-07,14622,12761.0,19178.0
2023-04-10,14704,12842.0,19300.0
2023-04-11,14819,12913.0,19445.0
2023-04-12,14930,12856.0,19487.0
2023-04-13,14938,12697.0,19340.0
2023-04-14,15018,12885.0,19494.0
