ÇÖÇlÇ`ÇwÇhÇr ÇrÇåÇâÇç ëSê¢äEäîéÆÅièúÇ≠ì˙ñ{Åj
äÓèÄì˙,äÓèÄâøäz(â~),äÓèÄâøäzÅiï™îzã‡çƒìäéëÅj(â~),ï™îzã‡Åiê≈à¯ëOÅj(â~),èÉéëéYëçäzÅiâ≠â~Åj
2021/10/14,15917,15917,,896.54
2021/10/15,16208,16208,,914.18
2021/10/18,16388,16388,,924.35
2021/10/19,16416,16416,,935.07
2021/10/20,16601,16601,,947.69
2021/10/21,16616,16616,,949.70
2021/10/22,16584,16584,,950.29
2021/10/25,16542,16542,,949.06
2021/10/26,16609,16609,,953.68
2021/10/27,16682,16682,,960.46
2021/10/28,16545,16545,,954.07
2021/10/29,16648,16648,,961.39
2021/11/01,16665,16665,,964.20
2021/11/02,16733,16733,,969.63
2021/11/04,16859,16859,,991.90
2021/11/05,16849,16849,,993.31
2021/11/08,16864,16864,,996.23
2021/11/09,16845,16845,,997.41
2021/11/10,16751,16751,,997.56
2021/11/11,16787,16787,,1001.65
2021/11/12,16851,16851,,1007.39
2021/11/15,16924,16924,,1011.73
2021/11/16,16953,16953,,1017.62
2021/11/17,17089,17089,,1036.26
2021/11/18,16946,16946,,1029.96
2021/11/19,16981,16981,,1034.12
2021/11/22,16873,16873,,1029.41
2021/11/24,16931,16931,,1035.01
2021/11/25,16972,16972,,1041.24
2021/11/26,16923,16923,,1041.34
2021/11/29,16352,16352,,1006.20
2021/11/30,16503,16503,,1019.16
2021/12/01,16180,16180,,1002.17
2021/12/02,16051,16051,,996.92
2021/12/03,16213,16213,,1023.03
2021/12/06,16064,16064,,1016.23
2021/12/07,16270,16270,,1031.61
2021/12/08,16628,16628,,1057.82
2021/12/09,16723,16723,,1067.20
2021/12/10,16567,16567,,1061.18
2021/12/13,16652,16652,,1068.20
2021/12/14,16523,16523,,1062.66
2021/12/15,16415,16415,,1058.49
2021/12/16,16656,16656,,1075.40
2021/12/17,16558,16558,,1079.61
2021/12/20,16367,16367,,1069.26
2021/12/21,16174,16174,,1058.37
2021/12/22,16525,16525,,1085.81
2021/12/23,16698,16698,,1098.43
2021/12/24,16856,16856,,1110.92
2021/12/27,16839,16839,,1111.20
2021/12/28,17090,17090,,1127.75
2021/12/29,17083,17083,,1127.29
2021/12/30,17116,17116,,1129.44
2022/01/04,17203,17203,,1140.35
2022/01/05,17328,17328,,1149.78
2022/01/06,17044,17044,,1144.33
2022/01/07,16971,16971,,1142.56
2022/01/11,16815,16815,,1134.11
2022/01/12,16986,16986,,1147.54
2022/01/13,17000,17000,,1155.10
2022/01/14,16743,16743,,1139.53
2022/01/17,16732,16732,,1140.73
2022/01/18,16790,16790,,1146.80
2022/01/19,16529,16529,,1128.93
2022/01/20,16377,16377,,1131.79
2022/01/21,16217,16217,,1122.20
2022/01/24,15938,15938,,1104.98
2022/01/25,15843,15843,,1099.65
2022/01/26,15672,15672,,1089.91
2022/01/27,15782,15782,,1099.00
2022/01/28,15792,15792,,1101.30
2022/01/31,16022,16022,,1118.93
2022/02/01,16276,16276,,1138.15
2022/02/02,16357,16357,,1146.29
2022/02/03,16426,16426,,1151.14
2022/02/04,16213,16213,,1136.22
2022/02/07,16310,16310,,1142.99
2022/02/08,16300,16300,,1159.50
2022/02/09,16429,16429,,1170.66
2022/02/10,16695,16695,,1194.26
2022/02/14,16226,16226,,1161.74
2022/02/15,16092,16092,,1154.63
2022/02/16,16374,16374,,1176.55
2022/02/17,16382,16382,,1187.69
2022/02/18,16045,16045,,1164.60
2022/02/21,15924,15924,,1157.34
2022/02/22,15828,15828,,1152.36
2022/02/24,15508,15508,,1129.03
2022/02/25,15552,15552,,1136.35
2022/02/28,15896,15896,,1163.57
2022/03/01,15848,15848,,1161.79
2022/03/02,15562,15562,,1144.67
2022/03/03,15851,15851,,1179.70
2022/03/04,15680,15680,,1168.88
2022/03/07,15368,15368,,1147.06
2022/03/08,15018,15018,,1122.13
2022/03/09,14975,14975,,1121.44
2022/03/10,15432,15432,,1161.15
2022/03/11,15402,15402,,1159.89
2022/03/14,15387,15387,,1161.91
2022/03/15,15358,15358,,1160.85
2022/03/16,15540,15540,,1176.34
2022/03/17,16087,16087,,1220.38
2022/03/18,16298,16298,,1237.85
2022/03/22,16599,16599,,1270.94
2022/03/23,16967,16967,,1301.16
2022/03/24,16799,16799,,1291.12
2022/03/25,17095,17095,,1315.30
2022/03/28,17135,17135,,1318.92
2022/03/29,17506,17506,,1349.21
2022/03/30,17521,17521,,1351.47
2022/03/31,17461,17461,,1347.77
2022/04/01,17182,17182,,1326.92
2022/04/04,17273,17273,,1335.38
2022/04/05,17439,17439,,1361.46
2022/04/06,17454,17454,,1365.04
2022/04/07,17212,17212,,1346.13
2022/04/08,17232,17232,,1350.21
2022/04/11,17357,17357,,1360.82
2022/04/12,17243,17243,,1357.39
2022/04/13,17182,17182,,1355.37
2022/04/14,17357,17357,,1370.85
2022/04/15,17309,17309,,1368.57
2022/04/18,17337,17337,,1380.18
2022/04/19,17403,17403,,1385.38
2022/04/20,17855,17855,,1421.36
2022/04/21,17722,17722,,1418.45
2022/04/22,17560,17560,,1407.70
2022/04/25,17149,17149,0,1375.76
2022/04/26,16933,16933,,1359.55
2022/04/27,16551,16551,,1332.30
2022/04/28,16715,16715,,1346.70
2022/05/02,16840,16840,,1358.33
2022/05/06,16820,16820,,1358.75
2022/05/09,16652,16652,,1345.17
2022/05/10,16062,16062,,1317.04
2022/05/11,16122,16122,,1321.96
2022/05/12,15913,15913,,1315.76
2022/05/13,15705,15705,,1301.73
2022/05/16,16185,16185,,1344.01
2022/05/17,16110,16110,,1340.28
2022/05/18,16450,16450,,1374.13
2022/05/19,15843,15843,,1325.53
2022/05/20,15685,15685,,1314.11
2022/05/23,15749,15749,,1330.75
2022/05/24,15994,15994,,1354.92
2022/05/25,15741,15741,,1336.01
2022/05/26,15936,15936,,1354.82
2022/05/27,16125,16125,,1373.25
2022/05/30,16477,16477,,1404.76
2022/05/31,16702,16702,,1425.05
2022/06/01,16713,16713,,1426.03
2022/06/02,16717,16717,,1429.52
2022/06/03,16955,16955,,1464.18
2022/06/06,16864,16864,,1456.29
2022/06/07,17115,17115,,1477.99
2022/06/08,17283,17283,,1496.99
2022/06/09,17380,17380,,1507.50
2022/06/10,16979,16979,,1478.80
2022/06/13,16587,16587,,1445.55
2022/06/14,15889,15889,,1388.13
2022/06/15,15906,15906,,1392.23
2022/06/16,16050,16050,,1416.08
2022/06/17,15478,15478,,1369.33
2022/06/20,15709,15709,,1392.41
2022/06/21,15747,15747,,1397.57
2022/06/22,16188,16188,,1436.75
2022/06/23,16078,16078,,1433.30
2022/06/24,16034,16034,,1430.67
2022/06/27,16412,16412,,1465.31
2022/06/28,16554,16554,,1479.97
2022/06/29,16408,16408,,1469.32
2022/06/30,16395,16395,,1469.52
2022/07/01,16145,16145,,1447.62
2022/07/04,16109,16109,,1445.89
2022/07/05,16273,16273,,1460.66
2022/07/06,16136,16136,,1448.31
2022/07/07,16186,16186,,1471.30
2022/07/08,16473,16473,,1498.83
2022/07/11,16527,16527,,1504.98
2022/07/12,16388,16388,,1500.65
2022/07/13,16240,16240,,1488.39
2022/07/14,16288,16288,,1494.91
2022/07/15,16294,16294,,1497.63
2022/07/19,16481,16481,,1526.17
2022/07/20,16858,16858,,1563.66
2022/07/21,16973,16973,,1577.57
2022/07/22,16971,16971,,1578.92
2022/07/25,16760,16760,,1560.03
2022/07/26,16778,16778,,1561.94
2022/07/27,16685,16685,,1556.55
2022/07/28,16932,16932,,1581.17
2022/07/29,16909,16909,,1580.18
2022/08/01,16887,16887,,1579.44
2022/08/02,16619,16619,,1555.14
2022/08/03,16838,16838,,1590.90
2022/08/04,17041,17041,,1612.13
2022/08/05,17000,17000,,1609.86
2022/08/08,17253,17253,,1634.96
2022/08/09,17220,17220,,1632.75
2022/08/10,17190,17190,,1638.42
2022/08/12,17292,17292,,1648.56
2022/08/15,17458,17458,,1668.08
2022/08/16,17491,17491,,1672.87
2022/08/17,17681,17681,,1705.04
2022/08/18,17637,17637,,1702.53
2022/08/19,17812,17812,,1719.68
2022/08/22,17707,17707,,1710.77
2022/08/23,17397,17397,,1681.42
2022/08/24,17309,17309,,1674.32
2022/08/25,17362,17362,,1679.68
2022/08/26,17552,17552,,1700.41
2022/08/29,17286,17286,,1676.80
2022/08/30,17203,17203,,1670.15
2022/08/31,17060,17060,,1656.26
2022/09/01,17041,17041,,1656.97
2022/09/02,17027,17027,,1656.76
2022/09/05,16981,16981,,1667.48
2022/09/06,16967,16967,,1668.24
2022/09/07,17216,17216,,1692.75
2022/09/08,17592,17592,,1733.84
2022/09/09,17642,17642,,1740.56
2022/09/12,17805,17805,,1764.75
2022/09/13,18000,18000,,1784.04
2022/09/14,17606,17606,,1744.93
2022/09/15,17444,17444,,1735.38
2022/09/16,17258,17258,,1728.96
2022/09/20,17186,17186,,1724.88
2022/09/21,17070,17070,,1715.14
2022/09/22,16896,16896,,1701.20
2022/09/26,16287,16287,,1641.70
2022/09/27,16179,16179,,1632.37
2022/09/28,16164,16164,,1635.79
2022/09/29,16357,16357,,1657.09
2022/09/30,16168,16168,,1639.80
2022/10/03,16022,16022,,1626.80
2022/10/04,16334,16334,,1660.76
2022/10/05,16772,16772,,1723.80
2022/10/06,16835,16835,,1730.30
2022/10/07,16681,16681,,1719.51
2022/10/11,16233,16233,,1674.67
2022/10/12,16120,16120,,1665.05
2022/10/13,16171,16171,,1681.07
2022/10/14,16519,16519,,1719.71
2022/10/17,16390,16390,,1709.87
2022/10/18,16806,16806,,1766.24
2022/10/19,17037,17037,,1793.71
2022/10/20,16960,16960,,1787.88
2022/10/21,16909,16909,,1782.80
2022/10/24,17058,17058,,1800.23
2022/10/25,17175,17175,,1814.30
2022/10/26,17344,17344,,1835.33
2022/10/27,17099,17099,,1811.17
2022/10/28,17085,17085,,1810.81
2022/10/31,17513,17513,,1857.09
2022/11/01,17483,17483,,1855.35
2022/11/02,17377,17377,,1845.40
2022/11/04,16934,16934,,1813.45
2022/11/07,17116,17116,,1834.44
2022/11/08,17239,17239,,1848.97
2022/11/09,17259,17259,,1854.41
2022/11/10,17050,17050,,1840.65
2022/11/11,17282,17282,,1866.70
2022/11/14,17281,17281,,1868.79
2022/11/15,17280,17280,,1868.77
2022/11/16,17352,17352,,1881.52
2022/11/17,17212,17212,,1881.26
2022/11/18,17236,17236,,1885.43
2022/11/21,17301,17301,,1893.70
2022/11/22,17420,17420,,1908.21
2022/11/24,17401,17401,,1909.67
2022/11/25,17420,17420,,1913.21
2022/11/28,17394,17394,,1910.39
2022/11/29,17136,17136,,1887.43
2022/11/30,17159,17159,,1894.19
2022/12/01,17405,17405,,1922.93
2022/12/02,17265,17265,,1909.71
2022/12/05,17136,17136,,1914.49
2022/12/06,17136,17136,,1917.49
2022/12/07,17005,17005,,1906.75
2022/12/08,16857,16857,,1891.90
