ÇÖÇlÇ`ÇwÇhÇr ÇrÇåÇâÇç êÊêiçëç¬åîÉCÉìÉfÉbÉNÉX
äÓèÄì˙,äÓèÄâøäz(â~),äÓèÄâøäzÅiï™îzã‡çƒìäéëÅj(â~),ï™îzã‡Åiê≈à¯ëOÅj(â~),èÉéëéYëçäzÅiâ≠â~Åj
2017/04/24,9949,9949,,1.12
2017/04/25,9945,9945,,1.18
2017/04/26,10074,10074,,1.25
2017/04/27,10057,10057,,1.20
2017/04/28,10056,10056,,1.20
2017/05/01,10094,10094,,1.21
2017/05/02,10122,10122,,1.24
2017/05/08,10210,10210,,1.25
2017/05/09,10223,10223,,1.37
2017/05/10,10247,10247,,1.39
2017/05/11,10283,10283,,1.42
2017/05/12,10244,10244,,1.45
2017/05/15,10257,10257,,1.62
2017/05/16,10303,10303,,1.65
2017/05/17,10251,10251,,1.62
2017/05/18,10184,10184,,1.70
2017/05/19,10195,10195,,1.73
2017/05/22,10243,10243,,1.76
2017/05/23,10224,10224,,1.81
2017/05/24,10257,10257,,1.88
2017/05/25,10267,10267,,1.92
2017/05/26,10278,10278,,1.94
2017/05/29,10233,10233,,2.00
2017/05/30,10198,10198,,2.06
2017/05/31,10206,10206,,2.06
2017/06/01,10236,10236,,2.12
2017/06/02,10278,10278,,2.16
2017/06/05,10214,10214,,2.17
2017/06/06,10179,10179,,2.19
2017/06/07,10146,10146,,2.20
2017/06/08,10171,10171,,2.22
2017/06/09,10141,10141,,2.23
2017/06/12,10174,10174,,2.26
2017/06/13,10158,10158,,2.32
2017/06/14,10172,10172,,2.37
2017/06/15,10183,10183,,2.39
2017/06/16,10254,10254,,2.43
2017/06/19,10272,10272,,2.47
2017/06/20,10315,10315,,2.50
2017/06/21,10285,10285,,2.51
2017/06/22,10280,10280,,2.58
2017/06/23,10303,10303,,2.56
2017/06/26,10319,10319,,2.63
2017/06/27,10381,10381,,2.66
2017/06/28,10411,10411,,2.72
2017/06/29,10456,10456,,2.74
2017/06/30,10397,10397,,2.76
2017/07/03,10398,10398,,2.79
2017/07/04,10454,10454,,2.89
2017/07/05,10438,10438,,2.95
2017/07/06,10425,10425,,2.95
2017/07/07,10432,10432,,2.99
2017/07/10,10499,10499,,3.03
2017/07/11,10520,10520,,3.05
2017/07/12,10501,10501,,3.17
2017/07/13,10476,10476,,3.19
2017/07/14,10477,10477,,3.21
2017/07/18,10445,10445,,3.22
2017/07/19,10455,10455,,3.24
2017/07/20,10448,10448,,3.31
2017/07/21,10499,10499,,3.35
2017/07/24,10431,10431,,3.37
2017/07/25,10460,10460,,3.45
2017/07/26,10469,10469,,3.53
2017/07/27,10434,10434,,3.59
2017/07/28,10427,10427,,3.61
2017/07/31,10390,10390,,3.61
2017/08/01,10418,10418,,3.65
2017/08/02,10458,10458,,3.74
2017/08/03,10498,10498,,3.79
2017/08/04,10458,10458,,3.80
2017/08/07,10467,10467,,3.84
2017/08/08,10485,10485,,3.90
2017/08/09,10373,10373,,3.93
2017/08/10,10425,10425,,3.99
2017/08/14,10401,10401,,4.00
2017/08/15,10447,10447,,4.05
2017/08/16,10449,10449,,4.09
2017/08/17,10408,10408,,4.12
2017/08/18,10347,10347,,4.15
2017/08/21,10360,10360,,4.19
2017/08/22,10374,10374,,4.26
2017/08/23,10382,10382,,4.35
2017/08/24,10366,10366,,4.42
2017/08/25,10415,10415,,4.47
2017/08/28,10413,10413,,4.50
2017/08/29,10403,10403,,4.54
2017/08/30,10531,10531,,4.59
2017/08/31,10536,10536,,4.66
2017/09/01,10530,10530,,4.67
2017/09/04,10473,10473,,4.80
2017/09/05,10464,10464,,4.82
2017/09/06,10423,10423,,4.80
2017/09/07,10469,10469,,4.92
2017/09/08,10473,10473,,4.94
2017/09/11,10463,10463,,4.96
2017/09/12,10515,10515,,5.07
2017/09/13,10550,10550,,5.08
2017/09/14,10549,10549,,5.13
2017/09/15,10523,10523,,5.16
2017/09/19,10647,10647,,5.26
2017/09/20,10673,10673,,5.32
2017/09/21,10706,10706,,5.46
2017/09/22,10698,10698,,5.49
2017/09/25,10729,10729,,5.53
2017/09/26,10619,10619,,5.54
2017/09/27,10661,10661,,5.66
2017/09/28,10654,10654,,5.69
2017/09/29,10653,10653,,5.73
2017/10/02,10663,10663,,5.84
2017/10/03,10645,10645,,5.94
2017/10/04,10623,10623,,6.08
2017/10/05,10630,10630,,6.13
2017/10/06,10608,10608,,5.97
2017/10/10,10612,10612,,5.99
2017/10/11,10611,10611,,6.04
2017/10/12,10645,10645,,6.15
2017/10/13,10632,10632,,6.18
2017/10/16,10632,10632,,6.22
2017/10/17,10634,10634,,6.30
2017/10/18,10636,10636,,6.47
2017/10/19,10706,10706,,6.53
2017/10/20,10703,10703,,6.64
2017/10/23,10735,10735,,6.73
2017/10/24,10698,10698,,6.76
2017/10/25,10718,10718,,6.87
2017/10/26,10701,10701,,6.97
2017/10/27,10681,10681,,7.05
2017/10/30,10657,10657,,7.09
2017/10/31,10652,10652,,7.10
2017/11/01,10724,10724,,7.16
2017/11/02,10741,10741,,7.18
2017/11/06,10766,10766,,7.27
2017/11/07,10731,10731,,7.28
2017/11/08,10742,10742,,7.36
2017/11/09,10760,10760,,7.45
2017/11/10,10695,10695,,7.43
2017/11/13,10686,10686,,7.48
2017/11/14,10693,10693,,7.58
2017/11/15,10735,10735,,7.79
2017/11/16,10709,10709,,7.75
2017/11/17,10699,10699,,7.87
2017/11/20,10616,10616,,7.93
2017/11/21,10664,10664,,8.04
2017/11/22,10655,10655,,8.08
2017/11/24,10625,10625,,8.03
2017/11/27,10664,10664,,8.12
2017/11/28,10607,10607,,8.17
2017/11/29,10645,10645,,8.49
2017/11/30,10659,10659,,8.56
2017/12/01,10731,10731,,8.65
2017/12/04,10786,10786,,8.62
2017/12/05,10742,10742,,8.69
2017/12/06,10727,10727,,8.54
2017/12/07,10731,10731,,8.66
2017/12/08,10784,10784,,8.97
2017/12/11,10818,10818,,9.10
2017/12/12,10813,10813,,9.18
2017/12/13,10771,10771,,9.22
2017/12/14,10768,10768,,9.27
2017/12/15,10718,10718,,9.29
2017/12/18,10739,10739,,9.38
2017/12/19,10735,10735,,9.50
2017/12/20,10745,10745,,9.62
2017/12/21,10751,10751,,9.88
2017/12/22,10766,10766,,10.06
2017/12/25,10749,10749,,10.00
2017/12/26,10777,10777,,10.06
2017/12/27,10782,10782,,10.06
2017/12/28,10829,10829,,10.11
2017/12/29,10791,10791,,10.36
2018/01/04,10779,10779,,10.38
2018/01/05,10825,10825,,10.48
2018/01/09,10820,10820,,10.86
2018/01/10,10700,10700,,10.97
2018/01/11,10607,10607,,11.04
2018/01/12,10623,10623,,11.26
2018/01/15,10660,10660,,11.43
2018/01/16,10689,10689,,11.54
2018/01/17,10675,10675,,11.52
2018/01/18,10716,10716,,11.93
2018/01/19,10705,10705,,12.03
2018/01/22,10670,10670,,12.09
2018/01/23,10707,10707,,12.33
2018/01/24,10663,10663,,12.44
2018/01/25,10629,10629,,12.39
2018/01/26,10657,10657,,12.60
2018/01/29,10550,10550,,12.61
2018/01/30,10537,10537,,12.68
2018/01/31,10524,10524,,12.75
2018/02/01,10575,10575,,12.86
2018/02/02,10624,10624,,12.98
2018/02/05,10595,10595,,13.03
2018/02/06,10488,10488,,12.96
2018/02/07,10550,10550,,13.13
2018/02/08,10474,10474,,13.08
2018/02/09,10402,10402,,13.06
2018/02/13,10407,10407,,13.07
2018/02/14,10340,10340,,13.03
2018/02/15,10275,10275,,13.16
2018/02/16,10248,10248,,13.14
2018/02/19,10241,10241,,13.22
2018/02/20,10266,10266,,13.31
2018/02/21,10302,10302,,13.35
2018/02/22,10260,10260,,13.57
2018/02/23,10243,10243,,13.64
2018/02/26,10248,10248,,13.74
2018/02/27,10269,10269,,13.80
2018/02/28,10252,10252,,13.78
2018/03/01,10184,10184,,13.78
2018/03/02,10200,10200,,13.91
2018/03/05,10139,10139,,14.01
2018/03/06,10207,10207,,14.19
2018/03/07,10166,10166,,14.21
2018/03/08,10222,10222,,14.42
2018/03/09,10255,10255,,14.61
2018/03/12,10271,10271,,14.67
2018/03/13,10238,10238,,14.80
2018/03/14,10301,10301,,14.97
2018/03/15,10251,10251,,14.94
2018/03/16,10248,10248,,15.02
2018/03/19,10199,10199,,15.03
2018/03/20,10254,10254,,15.16
2018/03/22,10209,10209,,15.36
2018/03/23,10169,10169,,15.35
2018/03/26,10196,10196,,15.52
2018/03/27,10283,10283,,15.81
2018/03/28,10277,10277,,15.95
2018/03/29,10376,10376,,16.15
2018/03/30,10320,10320,,16.13
2018/04/02,10342,10342,,16.20
2018/04/03,10291,10291,,16.12
2018/04/04,10336,10336,,16.19
2018/04/05,10370,10370,,16.47
2018/04/06,10363,10363,,16.50
2018/04/09,10364,10364,,16.55
2018/04/10,10372,10372,,16.64
2018/04/11,10414,10414,,16.74
2018/04/12,10418,10418,,16.93
2018/04/13,10427,10427,,17.00
2018/04/16,10444,10444,,17.10
2018/04/17,10420,10420,,17.11
2018/04/18,10438,10438,,17.22
2018/04/19,10449,10449,,17.27
2018/04/20,10389,10389,,17.21
2018/04/23,10380,10380,,17.23
2018/04/24,10415,10415,,17.39
2018/04/25,10438,10438,0,17.50
2018/04/26,10457,10457,,17.58
2018/04/27,10444,10444,,17.64
2018/05/01,10452,10452,,17.69
2018/05/02,10446,10446,,17.77
2018/05/07,10350,10350,,17.67
2018/05/08,10342,10342,,17.69
2018/05/09,10321,10321,,17.65
2018/05/10,10371,10371,,18.01
2018/05/11,10365,10365,,18.06
2018/05/14,10371,10371,,18.07
2018/05/15,10383,10383,,18.14
2018/05/16,10356,10356,,18.24
2018/05/17,10344,10344,,18.10
2018/05/18,10379,10379,,18.22
2018/05/21,10382,10382,,18.24
2018/05/22,10384,10384,,18.35
2018/05/23,10371,10371,,18.49
2018/05/24,10251,10251,,18.34
2018/05/25,10270,10270,,18.43
2018/05/28,10272,10272,,18.56
2018/05/29,10211,10211,,18.51
2018/05/30,10112,10112,,18.33
2018/05/31,10173,10173,,18.53
2018/06/01,10235,10235,,18.67
2018/06/04,10282,10282,,18.86
2018/06/05,10311,10311,,19.00
2018/06/06,10311,10311,,19.10
2018/06/07,10315,10315,,19.15
2018/06/08,10290,10290,,19.20
2018/06/11,10241,10241,,19.16
2018/06/12,10312,10312,,19.33
2018/06/13,10322,10322,,19.35
2018/06/14,10335,10335,,19.43
2018/06/15,10294,10294,,19.47
2018/06/18,10315,10315,,19.61
2018/06/19,10294,10294,,19.63
2018/06/20,10278,10278,,19.72
2018/06/21,10300,10300,,19.81
2018/06/22,10280,10280,,19.85
2018/06/25,10263,10263,,19.88
2018/06/26,10273,10273,,19.92
2018/06/27,10270,10270,,20.01
2018/06/28,10271,10271,,20.03
2018/06/29,10323,10323,,20.17
2018/07/02,10413,10413,,20.39
2018/07/03,10408,10408,,20.41
2018/07/04,10388,10388,,20.53
2018/07/05,10386,10386,,20.54
2018/07/06,10425,10425,,20.62
2018/07/09,10440,10440,,20.68
2018/07/10,10486,10486,,20.81
2018/07/11,10451,10451,,20.78
2018/07/12,10548,10548,,21.09
2018/07/13,10609,10609,,21.31
2018/07/17,10598,10598,,21.39
2018/07/18,10635,10635,,21.48
2018/07/19,10604,10604,,21.42
2018/07/20,10595,10595,,21.45
2018/07/23,10458,10458,,21.10
2018/07/24,10431,10431,,21.10
2018/07/25,10449,10449,,21.18
2018/07/26,10425,10425,,21.18
2018/07/27,10400,10400,,21.21
2018/07/30,10410,10410,,21.27
2018/07/31,10399,10399,,21.22
2018/08/01,10483,10483,,21.46
2018/08/02,10432,10432,,21.50
2018/08/03,10402,10402,,21.60
2018/08/06,10362,10362,,21.53
2018/08/07,10380,10380,,21.60
2018/08/08,10395,10395,,21.77
2018/08/09,10344,10344,,21.79
2018/08/10,10324,10324,,21.77
2018/08/13,10251,10251,,21.65
2018/08/14,10259,10259,,21.80
2018/08/15,10290,10290,,21.94
2018/08/16,10223,10223,,21.93
2018/08/17,10259,10259,,22.09
2018/08/20,10259,10259,,22.20
2018/08/21,10258,10258,,22.28
2018/08/22,10307,10307,,22.42
2018/08/23,10353,10353,,22.56
2018/08/24,10402,10402,,22.73
2018/08/27,10412,10412,,22.77
2018/08/28,10427,10427,,22.88
2018/08/29,10403,10403,,22.82
2018/08/30,10462,10462,,23.25
2018/08/31,10391,10391,,23.14
2018/09/03,10352,10352,,23.14
2018/09/04,10363,10363,,23.20
2018/09/05,10385,10385,,23.25
2018/09/06,10379,10379,,23.45
2018/09/07,10322,10322,,23.35
2018/09/10,10317,10317,,23.33
2018/09/11,10388,10388,,23.61
2018/09/12,10385,10385,,23.75
2018/09/13,10394,10394,,23.89
2018/09/14,10485,10485,,24.14
2018/09/18,10439,10439,,24.12
2018/09/19,10472,10472,,24.23
2018/09/20,10464,10464,,24.34
2018/09/21,10540,10540,,24.55
2018/09/25,10548,10548,,24.66
2018/09/26,10533,10533,,24.65
2018/09/27,10548,10548,,24.77
2018/09/28,10563,10563,,24.80
2018/10/01,10580,10580,,24.87
2018/10/02,10555,10555,,24.73
2018/10/03,10509,10509,,24.83
2018/10/04,10520,10520,,24.78
2018/10/05,10483,10483,,24.71
2018/10/09,10341,10341,,24.49
2018/10/10,10368,10368,,24.65
2018/10/11,10302,10302,,24.67
2018/10/12,10341,10341,,24.88
2018/10/15,10307,10307,,24.86
2018/10/16,10311,10311,,24.81
2018/10/17,10371,10371,,25.02
2018/10/18,10360,10360,,25.14
2018/10/19,10297,10297,,25.18
2018/10/22,10324,10324,,25.28
2018/10/23,10339,10339,,25.41
2018/10/24,10334,10334,,25.52
2018/10/25,10270,10270,,25.40
2018/10/26,10300,10300,,25.53
2018/10/29,10296,10296,,25.49
2018/10/30,10335,10335,,25.71
2018/10/31,10370,10370,,25.87
2018/11/01,10313,10313,,25.75
2018/11/02,10369,10369,,25.95
2018/11/05,10378,10378,,26.07
2018/11/06,10395,10395,,26.17
2018/11/07,10404,10404,,26.26
2018/11/08,10432,10432,,26.35
2018/11/09,10426,10426,,26.42
2018/11/12,10414,10414,,26.44
2018/11/13,10347,10347,,26.30
2018/11/14,10416,10416,,26.48
2018/11/15,10398,10398,,26.81
2018/11/16,10405,10405,,26.97
2018/11/19,10363,10363,,26.93
2018/11/20,10371,10371,,27.03
2018/11/21,10357,10357,,27.16
2018/11/22,10390,10390,,27.36
2018/11/26,10385,10385,,27.41
2018/11/27,10423,10423,,27.51
2018/11/28,10429,10429,,27.71
2018/11/29,10454,10454,,27.83
2018/11/30,10462,10462,,27.89
2018/12/03,10466,10466,,27.93
2018/12/04,10482,10482,,28.08
2018/12/05,10443,10443,,28.11
2018/12/06,10452,10452,,28.19
2018/12/07,10471,10471,,28.32
2018/12/10,10462,10462,,28.36
2018/12/11,10505,10505,,28.50
2018/12/12,10522,10522,,28.67
2018/12/13,10523,10523,,28.77
2018/12/14,10535,10535,,28.84
2018/12/17,10512,10512,,28.94
2018/12/18,10474,10474,,28.89
2018/12/19,10481,10481,,29.15
2018/12/20,10507,10507,,29.25
2018/12/21,10423,10423,,29.08
2018/12/25,10290,10290,,28.79
2018/12/26,10351,10351,,29.03
2018/12/27,10363,10363,,29.06
2018/12/28,10395,10395,,29.15
2019/01/04,10128,10128,,28.47
2019/01/07,10187,10187,,28.69
2019/01/08,10227,10227,,29.03
2019/01/09,10196,10196,,29.06
2019/01/10,10196,10196,,29.17
2019/01/11,10204,10204,,29.23
2019/01/15,10208,10208,,29.37
2019/01/16,10191,10191,,29.36
2019/01/17,10233,10233,,29.65
2019/01/18,10268,10268,,29.83
2019/01/21,10270,10270,,29.91
2019/01/22,10269,10269,,29.97
2019/01/23,10271,10271,,29.98
2019/01/24,10291,10291,,30.44
2019/01/25,10317,10317,,30.53
2019/01/28,10319,10319,,30.58
2019/01/29,10303,10303,,30.62
2019/01/30,10339,10339,,30.80
2019/01/31,10328,10328,,30.84
2019/02/01,10340,10340,,30.89
2019/02/04,10372,10372,,31.06
2019/02/05,10392,10392,,31.26
2019/02/06,10371,10371,,31.21
2019/02/07,10354,10354,,31.40
2019/02/08,10351,10351,,31.47
2019/02/12,10389,10389,,31.69
2019/02/13,10405,10405,,31.77
2019/02/14,10415,10415,,31.95
2019/02/15,10390,10390,,31.99
2019/02/18,10411,10411,,32.07
2019/02/19,10409,10409,,32.29
2019/02/20,10466,10466,,32.46
2019/02/21,10452,10452,,32.59
2019/02/22,10440,10440,,32.66
2019/02/25,10468,10468,,32.80
2019/02/26,10495,10495,,32.95
2019/02/27,10486,10486,,33.05
2019/02/28,10472,10472,,33.07
2019/03/01,10518,10518,,33.31
2019/03/04,10547,10547,,33.53
2019/03/05,10535,10535,,33.60
2019/03/06,10508,10508,,33.64
2019/03/07,10534,10534,,33.83
2019/03/08,10511,10511,,33.82
2019/03/11,10468,10468,,33.70
2019/03/12,10538,10538,,33.99
2019/03/13,10535,10535,,34.19
2019/03/14,10554,10554,,34.35
2019/03/15,10598,10598,,34.57
2019/03/18,10589,10589,,34.58
2019/03/19,10580,10580,,34.82
2019/03/20,10604,10604,,35.09
2019/03/22,10574,10574,,35.05
2019/03/25,10513,10513,,34.94
2019/03/26,10567,10567,,35.19
2019/03/27,10573,10573,,35.33
2019/03/28,10574,10574,,35.44
2019/03/29,10611,10611,,35.67
2019/04/01,10610,10610,,35.72
2019/04/02,10603,10603,,35.76
2019/04/03,10629,10629,,36.10
2019/04/04,10617,10617,,36.22
2019/04/05,10635,10635,,36.37
2019/04/08,10603,10603,,36.43
2019/04/09,10616,10616,,36.51
2019/04/10,10605,10605,,36.73
2019/04/11,10621,10621,,36.79
2019/04/12,10673,10673,,37.20
2019/04/15,10671,10671,,37.26
2019/04/16,10665,10665,,37.47
2019/04/17,10653,10653,,37.46
2019/04/18,10642,10642,,37.55
2019/04/19,10639,10639,,37.70
2019/04/22,10642,10642,,37.74
2019/04/23,10623,10623,,37.67
2019/04/24,10608,10608,,37.62
2019/04/25,10641,10641,0,38.01
2019/04/26,10579,10579,,37.92
2019/05/07,10532,10532,,37.81
2019/05/08,10503,10503,,37.78
2019/05/09,10479,10479,,38.05
2019/05/10,10477,10477,,38.20
2019/05/13,10471,10471,,38.19
2019/05/14,10457,10457,,38.23
2019/05/15,10457,10457,,38.34
2019/05/16,10465,10465,,38.41
2019/05/17,10492,10492,,38.61
2019/05/20,10514,10514,,38.89
2019/05/21,10500,10500,,38.98
2019/05/22,10523,10523,,39.20
2019/05/23,10508,10508,,39.18
2019/05/24,10510,10510,,39.38
2019/05/27,10504,10504,,39.74
2019/05/28,10504,10504,,39.80
2019/05/29,10479,10479,,39.70
2019/05/30,10521,10521,,40.42
2019/05/31,10493,10493,,40.62
2019/06/03,10458,10458,,40.58
2019/06/04,10475,10475,,40.63
2019/06/05,10492,10492,,40.91
2019/06/06,10510,10510,,41.09
2019/06/07,10552,10552,,41.05
2019/06/10,10614,10614,,41.46
2019/06/11,10574,10574,,41.40
2019/06/12,10599,10599,,41.83
2019/06/13,10567,10567,,41.78
2019/06/14,10573,10573,,42.97
2019/06/17,10579,10579,,43.26
2019/06/18,10566,10566,,43.38
2019/06/19,10606,10606,,43.86
2019/06/20,10562,10562,,43.78
2019/06/21,10567,10567,,43.94
2019/06/24,10569,10569,,44.11
2019/06/25,10587,10587,,44.28
2019/06/26,10589,10589,,44.59
2019/06/27,10610,10610,,44.84
2019/06/28,10629,10629,,45.01
2019/07/01,10680,10680,,45.46
2019/07/02,10680,10680,,46.84
2019/07/03,10635,10635,,46.94
2019/07/04,10687,10687,,47.18
2019/07/05,10695,10695,,47.35
2019/07/08,10675,10675,,47.26
2019/07/09,10711,10711,,47.57
2019/07/10,10701,10701,,47.66
2019/07/11,10638,10638,,47.47
2019/07/12,10636,10636,,47.79
2019/07/16,10602,10602,,47.74
2019/07/17,10607,10607,,47.99
2019/07/18,10602,10602,,48.53
2019/07/19,10611,10611,,48.63
2019/07/22,10628,10628,,48.88
2019/07/23,10634,10634,,48.99
2019/07/24,10622,10622,,49.01
2019/07/25,10641,10641,,49.17
2019/07/26,10674,10674,,49.46
2019/07/29,10635,10635,,49.39
2019/07/30,10686,10686,,49.81
2019/07/31,10659,10659,,49.92
2019/08/01,10696,10696,,50.24
2019/08/02,10561,10561,,49.70
2019/08/05,10522,10522,,49.75
2019/08/06,10560,10560,,50.05
2019/08/07,10594,10594,,50.26
2019/08/08,10636,10636,,50.56
2019/08/09,10584,10584,,50.44
2019/08/13,10546,10546,,50.56
2019/08/14,10636,10636,,51.11
2019/08/15,10642,10642,,51.62
2019/08/16,10700,10700,,51.98
2019/08/19,10706,10706,,52.54
2019/08/20,10675,10675,,52.61
2019/08/21,10685,10685,,52.77
2019/08/22,10697,10697,,52.89
2019/08/23,10674,10674,,52.89
2019/08/26,10569,10569,,52.53
2019/08/27,10627,10627,,52.83
2019/08/28,10661,10661,,53.00
2019/08/29,10718,10718,,53.63
2019/08/30,10728,10728,,53.74
2019/09/02,10668,10668,,53.51
2019/09/03,10670,10670,,53.58
2019/09/04,10676,10676,,53.61
2019/09/05,10743,10743,,54.23
2019/09/06,10728,10728,,54.23
2019/09/09,10748,10748,,54.43
2019/09/10,10758,10758,,54.53
2019/09/11,10737,10737,,54.53
2019/09/12,10763,10763,,54.92
2019/09/13,10792,10792,,55.41
2019/09/17,10734,10734,,55.72
2019/09/18,10761,10761,,55.94
2019/09/19,10794,10794,,56.44
2019/09/20,10775,10775,,56.53
2019/09/24,10771,10771,,56.67
2019/09/25,10754,10754,,56.70
2019/09/26,10746,10746,,56.90
2019/09/27,10759,10759,,57.13
2019/09/30,10778,10778,,57.21
2019/10/01,10785,10785,,57.43
2019/10/02,10761,10761,,57.50
2019/10/03,10709,10709,,57.54
2019/10/04,10738,10738,,57.82
2019/10/07,10741,10741,,57.90
2019/10/08,10775,10775,,58.56
2019/10/09,10755,10755,,58.65
2019/10/10,10754,10754,,58.79
2019/10/11,10804,10804,,59.14
2019/10/15,10816,10816,,59.47
2019/10/16,10838,10838,,59.81
2019/10/17,10861,10861,,60.20
2019/10/18,10881,10881,,60.69
2019/10/21,10875,10875,,60.77
2019/10/23,10838,10838,,60.72
2019/10/24,10880,10880,,61.53
2019/10/25,10880,10880,,61.57
2019/10/28,10852,10852,,61.56
2019/10/29,10840,10840,,61.57
2019/10/30,10841,10841,,61.80
2019/10/31,10882,10882,,62.16
2019/11/01,10854,10854,,62.14
2019/11/05,10860,10860,,62.49
2019/11/06,10832,10832,,62.60
2019/11/07,10833,10833,,63.11
2019/11/08,10808,10808,,63.15
2019/11/11,10764,10764,,62.89
2019/11/12,10764,10764,,63.08
2019/11/13,10736,10736,,62.92
2019/11/14,10749,10749,,63.18
2019/11/15,10765,10765,,63.40
2019/11/18,10800,10800,,63.66
2019/11/19,10786,10786,,64.20
2019/11/20,10800,10800,,64.75
2019/11/21,10798,10798,,64.88
2019/11/22,10801,10801,,65.04
2019/11/25,10809,10809,,65.28
2019/11/26,10833,10833,,65.55
2019/11/27,10861,10861,,66.13
2019/11/28,10870,10870,,66.41
2019/11/29,10887,10887,,66.63
2019/12/02,10901,10901,,66.72
2019/12/03,10821,10821,,66.43
2019/12/04,10839,10839,,66.96
2019/12/05,10844,10844,,67.08
2019/12/06,10825,10825,,67.16
2019/12/09,10775,10775,,66.96
2019/12/10,10797,10797,,67.21
2019/12/11,10816,10816,,67.67
2019/12/12,10840,10840,,68.18
2019/12/13,10918,10918,,69.04
2019/12/16,10928,10928,,69.47
2019/12/17,10920,10920,,69.96
2019/12/18,10915,10915,,69.99
2019/12/19,10896,10896,,69.95
2019/12/20,10859,10859,,69.90
2019/12/23,10843,10843,,70.00
2019/12/24,10844,10844,,70.22
2019/12/25,10841,10841,,70.44
2019/12/26,10869,10869,,70.85
2019/12/27,10887,10887,,70.97
2019/12/30,10936,10936,,71.28
2020/01/06,10821,10821,,70.96
2020/01/07,10860,10860,,71.46
2020/01/08,10768,10768,,71.30
